,Unnamed: 0,summary,document,label
705,705,tiger chief honors suicide bombers who hit sri lanka base,"sri lanka 's tamil tiger chief has paid tribute to the suicide bombers who killed at least ## people in an attack on a northern military base , a pro-rebel website said friday .",0
706,706,indonesian shares slump #.# percent,"indonesian shares slumped #.# percent friday , hurt by worries that the rupiah will continue to fall despite high interest rates , dealers said .",0
707,707,malaysian shares close up #.# percent,"malaysian share prices ended #.# percent higher friday amid rising plantation and financial stocks but political tensions capped sentiment , dealers said .",0
708,708,hong kong shares close down #.# percent,"hong kong share prices closed down #.# percent on friday , as weakness in chinese banks offset earlier gains in property developers and energy firms , dealers said .",0
709,709,pope begins visit to france,pope benedict xvi arrived in paris friday for a four-day visit to a country facing a freefall in the number of churchgoers despite its deep christian heritage .,0
710,710,dire warning evacuations as ike eyes texas,"massive hurricane ike friday bore down on houston , texas friday , forcing hundreds of thousands to flee and sparking a dire warning that those remaining in low-lying areas `` face certain death .",0
711,711,indonesian shares slump #.# percent,"indonesian shares slumped #.# percent friday , hurt by worries that the rupiah will continue to fall despite high interest rates , dealers said .",0
712,712,australian stocks likely to underperform in coming week,"australian stocks were likely to underperform global stocks in the coming week , after a volatile week of trading , dealers said friday .",0
713,713,vw union flexes muscles at mass demo,workers began gathering at volkswagen headquarters friday for a mass demo against two beasts they see as threatening their jobs -- porsche 's boss and the european commission .,1
714,714,afptv advisory for friday,"india 's industrial output grew faster than expected in july , official data showed friday , but economists said the strong performance might be a `` temporary blip .",2
715,715,italian official industrial output slumps #.# pct on month in july,"italian industrial output slumped by #.# percent in july from the june level , more than expected and adding to concern about possible recession , official data showed on friday .",0
716,716,channel tunnel inferno leaves tens of thousands facing travel chaos,"french and british firefighters on friday slowly mastered a #,### degree inferno in the channel tunnel but tens of thousands of travellers faced extended disruption .",0
717,717,south african ruling party chief awaits graft case ruling,"the head of south africa 's ruling party jacob zuma was in court friday for a ruling on his bid to scrap his graft trial , which could end his hopes to lead the country next year .",0
718,718,european phone operators deny eu cost plans will help consumers,five european mobile telephone operators released a study friday aimed at proving that eu plans to force them to cut certain mobile phone costs will not reduce prices for consumers .,0
719,719,passenger misery as channel tunnel remains closed,"travellers between britain and france faced another day of misery friday as the channel tunnel remained closed after a fierce fire , with many still struggling to make alternative arrangements .",0
720,720,australian stocks close up #.# percent,"australian share prices closed up #.# percent on friday after a strong lead from wall street , dealers said .",0
